,umur,gender,occupation_group,nominal,periode_transaksi,kategori_nominal
6548,50,1,Pegawai Swasta,150000,2,Nominal rendah
6549,44,1,Pegawai Swasta,50000,2,Nominal rendah
6550,39,1,Pegawai Swasta,100000,2,Nominal rendah
6551,31,1,Pegawai Swasta,150000,2,Nominal rendah
6552,35,0,Pegawai Swasta,277499,2,Nominal rendah
6553,33,1,Pegawai Swasta,500000,2,Nominal rendah
6554,35,0,Pegawai Swasta,277216,2,Nominal rendah
6555,35,0,Pegawai Swasta,277500,2,Nominal rendah
6556,32,0,Pegawai Swasta,270000,2,Nominal rendah
6557,32,0,Pegawai Swasta,315000,2,Nominal rendah
6558,32,0,Pegawai Swasta,195000,2,Nominal rendah
6559,32,0,Pegawai Swasta,350000,2,Nominal rendah
6560,35,0,Pegawai Swasta,277379,1,Nominal rendah
6561,35,1,Pegawai Swasta,4500000,1,Nominal sedang
6562,39,1,Pegawai Swasta,100000,1,Nominal rendah
6563,31,1,Pegawai Swasta,150000,1,Nominal rendah
6564,39,1,Pegawai Swasta,100000,1,Nominal rendah
6565,44,1,Pegawai Swasta,50000,1,Nominal rendah
6566,50,1,Pegawai Swasta,150000,1,Nominal rendah
6567,39,1,Pegawai Swasta,100000,1,Nominal rendah
6568,31,1,Pegawai Swasta,150000,1,Nominal rendah
6569,50,1,Pegawai Swasta,150000,1,Nominal rendah
6570,50,1,Pegawai Swasta,150000,1,Nominal rendah
6571,44,1,Pegawai Swasta,50000,1,Nominal rendah
6572,44,1,Pegawai Swasta,50000,1,Nominal rendah
6573,31,1,Pegawai Swasta,150000,1,Nominal rendah
6574,35,1,Pegawai Swasta,45000,1,Nominal rendah
6575,39,0,Pegawai Swasta,1500000,1,Nominal rendah
6576,38,0,Pegawai Swasta,225000,1,Nominal rendah
6577,35,1,Pegawai Swasta,2500000,2,Nominal sedang
6578,31,1,Pegawai Swasta,150000,2,Nominal rendah
6579,39,1,Pegawai Swasta,100000,2,Nominal rendah
6580,44,1,Pegawai Swasta,50000,2,Nominal rendah
6581,50,1,Pegawai Swasta,150000,2,Nominal rendah
6582,35,0,Pegawai Swasta,277379,2,Nominal rendah
6583,32,0,Pegawai Swasta,190000,2,Nominal rendah
6584,35,1,Pegawai Swasta,2500000,2,Nominal sedang
6585,35,0,Pegawai Swasta,277379,2,Nominal rendah
6586,32,0,Pegawai Swasta,407000,2,Nominal rendah
6587,35,1,Pegawai Swasta,3000000,0,Nominal sedang
6588,31,1,Pegawai Swasta,150000,2,Nominal rendah
6589,35,0,Pegawai Swasta,308155,2,Nominal rendah
6590,50,1,Pegawai Swasta,150000,2,Nominal rendah
6591,39,1,Pegawai Swasta,100000,2,Nominal rendah
6592,44,1,Pegawai Swasta,50000,2,Nominal rendah
6593,35,1,Pegawai Swasta,2500000,2,Nominal sedang
6594,32,0,Pegawai Swasta,318000,2,Nominal rendah
6595,32,0,Pegawai Swasta,230000,2,Nominal rendah
6596,32,0,Pegawai Swasta,411900,2,Nominal rendah
6597,35,0,Pegawai Swasta,316433,2,Nominal rendah
6598,40,0,Pegawai Swasta,8086000,2,Nominal diatas rata-rata
6599,31,1,Pegawai Swasta,150000,2,Nominal rendah
6600,39,1,Pegawai Swasta,100000,2,Nominal rendah
6601,44,1,Pegawai Swasta,50000,2,Nominal rendah
6602,50,1,Pegawai Swasta,150000,2,Nominal rendah
6603,35,0,Pegawai Swasta,278651,2,Nominal rendah
6604,35,1,Pegawai Swasta,2500000,2,Nominal sedang
6605,50,1,Pegawai Swasta,150000,2,Nominal rendah
6606,31,1,Pegawai Swasta,150000,2,Nominal rendah
6607,39,1,Pegawai Swasta,100000,2,Nominal rendah
6608,44,1,Pegawai Swasta,50000,2,Nominal rendah
6609,35,1,Pegawai Swasta,2500000,2,Nominal sedang
6610,35,0,Pegawai Swasta,316692,2,Nominal rendah
6611,44,1,Pegawai Swasta,50000,2,Nominal rendah
6612,50,1,Pegawai Swasta,150000,2,Nominal rendah
6613,31,1,Pegawai Swasta,150000,2,Nominal rendah
6614,39,1,Pegawai Swasta,100000,2,Nominal rendah
6615,32,0,Pegawai Swasta,250000,2,Nominal rendah
6616,33,1,Pegawai Swasta,500000,2,Nominal rendah
6617,35,0,Pegawai Swasta,275031,2,Nominal rendah
6618,35,1,Pegawai Swasta,2500000,2,Nominal sedang
6619,38,0,Pegawai Swasta,2050000,2,Nominal rendah
6620,32,0,Pegawai Swasta,432000,2,Nominal rendah
6621,35,0,Pegawai Swasta,223474,2,Nominal rendah
6622,32,0,Pegawai Swasta,158000,2,Nominal rendah
6623,31,1,Pegawai Swasta,150000,2,Nominal rendah
6624,44,1,Pegawai Swasta,50000,2,Nominal rendah
6625,50,1,Pegawai Swasta,150000,2,Nominal rendah
6626,39,1,Pegawai Swasta,100000,2,Nominal rendah
6627,35,0,Pegawai Swasta,230799,2,Nominal rendah
6628,44,1,Pegawai Swasta,50000,2,Nominal rendah
6629,31,1,Pegawai Swasta,150000,2,Nominal rendah
6630,50,1,Pegawai Swasta,150000,2,Nominal rendah
6631,39,1,Pegawai Swasta,100000,2,Nominal rendah
6632,38,0,Pegawai Swasta,2925000,2,Nominal sedang
6633,35,1,Pegawai Swasta,7500000,2,Nominal sedang
6634,35,0,Pegawai Swasta,230705,2,Nominal rendah
6635,44,1,Pegawai Swasta,50000,2,Nominal rendah
6636,33,1,Pegawai Swasta,600000,2,Nominal rendah
6637,39,1,Pegawai Swasta,100000,2,Nominal rendah
6638,50,1,Pegawai Swasta,150000,2,Nominal rendah
6639,31,1,Pegawai Swasta,150000,2,Nominal rendah
6640,40,0,Pegawai Swasta,20900000,1,Nominal tinggi
6641,44,0,Pegawai Swasta,4000000,1,Nominal sedang
6642,35,1,Pegawai Swasta,3000000,1,Nominal sedang
6643,35,1,Pegawai Swasta,300500,1,Nominal rendah
6644,48,0,Pegawai Swasta,180000,1,Nominal rendah
6645,48,0,Pegawai Swasta,1500000,1,Nominal rendah
6646,38,0,Pegawai Swasta,225000,1,Nominal rendah
6647,33,1,Pegawai Swasta,600000,1,Nominal rendah
6648,35,0,Pegawai Swasta,1189530,1,Nominal rendah
6649,39,1,Pegawai Swasta,100000,2,Nominal rendah
6650,31,1,Pegawai Swasta,150000,2,Nominal rendah
6651,44,1,Pegawai Swasta,50000,2,Nominal rendah
6652,50,1,Pegawai Swasta,150000,2,Nominal rendah
6653,35,1,Pegawai Swasta,2750000,2,Nominal sedang
6654,35,0,Pegawai Swasta,2313503,2,Nominal sedang
6655,32,0,Pegawai Swasta,302000,2,Nominal rendah
6656,32,0,Pegawai Swasta,185000,2,Nominal rendah
6657,32,0,Pegawai Swasta,165000,2,Nominal rendah
6658,44,1,Pegawai Swasta,50000,2,Nominal rendah
6659,50,1,Pegawai Swasta,150000,2,Nominal rendah
6660,39,1,Pegawai Swasta,100000,2,Nominal rendah
6661,31,1,Pegawai Swasta,150000,2,Nominal rendah
6662,35,0,Pegawai Swasta,317249,0,Nominal rendah
6663,33,1,Pegawai Swasta,600000,0,Nominal rendah
6664,35,1,Pegawai Swasta,2750000,0,Nominal sedang
6665,31,1,Pegawai Swasta,150000,0,Nominal rendah
6666,50,1,Pegawai Swasta,150000,0,Nominal rendah
6667,39,1,Pegawai Swasta,100000,0,Nominal rendah
6668,44,1,Pegawai Swasta,50000,0,Nominal rendah
6669,44,1,IT,1500000,2,Nominal rendah
6670,31,1,IT,794115,2,Nominal rendah
6671,44,1,IT,1500000,2,Nominal rendah
6672,31,1,IT,251647,2,Nominal rendah
6673,41,1,IT,350000,2,Nominal rendah
6674,44,1,IT,1500000,2,Nominal rendah
6675,42,0,IT,1025000,2,Nominal rendah
6676,42,0,IT,475000,2,Nominal rendah
6677,41,1,IT,100000,2,Nominal rendah
6678,31,1,IT,312312,2,Nominal rendah
6679,44,1,IT,1500000,2,Nominal rendah
6680,41,1,IT,650000,1,Nominal rendah
6681,44,1,IT,1500000,2,Nominal rendah
6682,41,1,IT,1300000,2,Nominal rendah
6683,44,1,IT,1500000,2,Nominal rendah
6684,44,1,IT,1500000,2,Nominal rendah
6685,33,0,IT,585529,2,Nominal rendah
6686,33,0,IT,585529,2,Nominal rendah
6687,44,1,IT,1500000,2,Nominal rendah
6688,41,1,IT,550000,2,Nominal rendah
6689,31,1,IT,184826,2,Nominal rendah
6690,44,1,IT,1500000,2,Nominal rendah
6691,42,0,IT,560000,2,Nominal rendah
6692,33,0,IT,585529,2,Nominal rendah
6693,31,1,IT,268250,2,Nominal rendah
6694,42,0,IT,562000,2,Nominal rendah
6695,44,1,IT,1500000,2,Nominal rendah
6696,31,1,IT,663478,2,Nominal rendah
6697,33,0,IT,585529,2,Nominal rendah
6698,44,1,IT,1500000,2,Nominal rendah
6699,33,0,IT,1365817,2,Nominal rendah
6700,42,0,IT,641000,2,Nominal rendah
6701,33,0,IT,626603,2,Nominal rendah
6702,42,0,IT,688000,2,Nominal rendah
6703,41,1,IT,675000,2,Nominal rendah
6704,33,0,IT,1046196,2,Nominal rendah
6705,44,1,IT,1500000,2,Nominal rendah
6706,31,1,IT,255116,2,Nominal rendah
6707,41,1,IT,650000,2,Nominal rendah
6708,33,0,IT,589019,2,Nominal rendah
6709,44,1,IT,1500000,2,Nominal rendah
6710,41,1,IT,600000,2,Nominal rendah
6711,42,0,IT,500000,2,Nominal rendah
6712,33,0,IT,585598,2,Nominal rendah
6713,44,1,IT,1500000,2,Nominal rendah
6714,31,1,IT,285387,2,Nominal rendah
6715,41,1,IT,650000,2,Nominal rendah
6716,36,0,IT,660000,2,Nominal rendah
6717,44,1,IT,1000000,2,Nominal rendah
6718,33,0,IT,585529,1,Nominal rendah
6719,42,0,IT,500000,1,Nominal rendah
6720,36,0,IT,2180000,1,Nominal sedang
6721,31,1,IT,755350,1,Nominal rendah
6722,44,1,IT,45000,1,Nominal rendah
6723,33,0,IT,488750,1,Nominal rendah
6724,33,0,IT,488750,1,Nominal rendah
6725,33,0,IT,590661,2,Nominal rendah
6726,44,1,IT,1500000,2,Nominal rendah
6727,31,1,IT,174541,2,Nominal rendah
6728,41,1,IT,650000,2,Nominal rendah
6729,44,1,IT,1500000,2,Nominal rendah
6730,33,0,IT,588950,0,Nominal rendah
6731,41,1,IT,550000,0,Nominal rendah
6732,31,1,IT,416268,0,Nominal rendah
6733,44,1,IT,1500000,0,Nominal rendah
6734,31,1,IT,1543369,2,Nominal rendah
6735,33,0,Lainnya,100000,2,Nominal rendah
6736,39,0,Lainnya,300000,2,Nominal rendah
6737,33,0,Lainnya,100000,2,Nominal rendah
6738,39,0,Lainnya,300000,2,Nominal rendah
6739,33,0,Lainnya,100000,2,Nominal rendah
6740,56,0,Lainnya,225000,1,Nominal rendah
6741,39,0,Lainnya,300000,1,Nominal rendah
6742,37,1,Lainnya,7500000,1,Nominal sedang
6743,37,1,Lainnya,135000,1,Nominal rendah
6744,58,0,Lainnya,180000,1,Nominal rendah
6745,29,1,Lainnya,45000,1,Nominal rendah
6746,29,1,Lainnya,180000,1,Nominal rendah
6747,61,1,Lainnya,90000,1,Nominal rendah
6748,61,1,Lainnya,45000,1,Nominal rendah
6749,39,0,Lainnya,300000,2,Nominal rendah
6750,33,0,Lainnya,100000,2,Nominal rendah
6751,39,0,Lainnya,300000,2,Nominal rendah
6752,56,0,Lainnya,2000000,0,Nominal rendah
6753,50,0,Lainnya,500000,0,Nominal rendah
6754,48,0,Lainnya,5800000,0,Nominal sedang
6755,39,0,Lainnya,300000,2,Nominal rendah
6756,39,0,Lainnya,290000,2,Nominal rendah
6757,33,0,Lainnya,100000,2,Nominal rendah
6758,39,0,Lainnya,270000,2,Nominal rendah
6759,33,0,Lainnya,100000,2,Nominal rendah
6760,39,0,Lainnya,270000,2,Nominal rendah
6761,39,0,Lainnya,300000,2,Nominal rendah
6762,50,0,Lainnya,300000,2,Nominal rendah
6763,33,0,Lainnya,100000,2,Nominal rendah
6764,39,0,Lainnya,150000,2,Nominal rendah
6765,39,0,Lainnya,450000,2,Nominal rendah
6766,33,0,Lainnya,100000,2,Nominal rendah
6767,39,0,Lainnya,300000,2,Nominal rendah
6768,33,0,Lainnya,100000,2,Nominal rendah
6769,39,0,Lainnya,300000,2,Nominal rendah
6770,39,0,Lainnya,300000,2,Nominal rendah
6771,39,0,Lainnya,300000,2,Nominal rendah
6772,33,0,Lainnya,100000,2,Nominal rendah
6773,39,0,Lainnya,350000,1,Nominal rendah
6774,37,0,Lainnya,135000,1,Nominal rendah
6775,48,0,Lainnya,200000,1,Nominal rendah
6776,38,0,Lainnya,700000,1,Nominal rendah
6777,56,0,Lainnya,225000,1,Nominal rendah
6778,29,1,Lainnya,50000,1,Nominal rendah
6779,29,1,Lainnya,45000,1,Nominal rendah
6780,37,0,Lainnya,180000,1,Nominal rendah
6781,58,0,Lainnya,500000,1,Nominal rendah
6782,34,0,Lainnya,45000,1,Nominal rendah
6783,34,0,Lainnya,135000,1,Nominal rendah
6784,58,0,Lainnya,5000000,1,Nominal sedang
6785,39,0,Lainnya,275000,2,Nominal rendah
6786,39,0,Lainnya,275000,2,Nominal rendah
6787,50,0,Lainnya,500000,0,Nominal rendah
6788,28,1,Lainnya,167500,0,Nominal rendah
6789,28,1,Lainnya,162500,0,Nominal rendah
6790,33,0,Lainnya,100000,0,Nominal rendah
6791,48,0,Lainnya,5000000,0,Nominal sedang
6792,56,0,Lainnya,2500000,0,Nominal sedang
6793,39,0,Lainnya,285000,0,Nominal rendah
6794,35,1,Lainnya,2500000,0,Nominal sedang
6795,33,0,Lainnya,100000,2,Nominal rendah
6796,43,0,Pegawai Swasta,100000,2,Nominal rendah
6797,39,0,Pegawai Swasta,800000,2,Nominal rendah
6798,38,0,Pegawai Swasta,268887,2,Nominal rendah
6799,52,0,Pegawai Swasta,1808794,2,Nominal rendah
6800,45,1,Pegawai Swasta,391589,2,Nominal rendah
6801,39,0,Pegawai Swasta,825000,2,Nominal rendah
6802,32,0,Pegawai Swasta,1436205,2,Nominal rendah
6803,39,0,Pegawai Swasta,780000,2,Nominal rendah
6804,32,0,Pegawai Swasta,1054817,2,Nominal rendah
6805,39,0,Pegawai Swasta,800000,2,Nominal rendah
6806,45,1,Pegawai Swasta,417388,2,Nominal rendah
6807,38,0,Pegawai Swasta,769161,2,Nominal rendah
6808,52,0,Pegawai Swasta,1808794,2,Nominal rendah
6809,43,0,Pegawai Swasta,100000,2,Nominal rendah
6810,38,0,Pegawai Swasta,268887,2,Nominal rendah
6811,52,0,Pegawai Swasta,1808794,2,Nominal rendah
6812,39,0,Pegawai Swasta,775000,2,Nominal rendah
6813,45,1,Pegawai Swasta,420138,2,Nominal rendah
6814,52,0,Pegawai Swasta,3251372,2,Nominal sedang
6815,38,0,Pegawai Swasta,268887,2,Nominal rendah
6816,59,0,Pegawai Swasta,252000,2,Nominal rendah
6817,39,0,Pegawai Swasta,800000,1,Nominal rendah
6818,39,0,Pegawai Swasta,750000,1,Nominal rendah
6819,45,1,Pegawai Swasta,420138,1,Nominal rendah
6820,45,1,Pegawai Swasta,400900,1,Nominal rendah
6821,43,0,Pegawai Swasta,200000,1,Nominal rendah
6822,37,0,Pegawai Swasta,180000,1,Nominal rendah
6823,31,0,Pegawai Swasta,135000,1,Nominal rendah
6824,46,1,Pegawai Swasta,9000000,1,Nominal diatas rata-rata
6825,39,0,Pegawai Swasta,225000,1,Nominal rendah
6826,45,1,Pegawai Swasta,422892,2,Nominal rendah
6827,39,0,Pegawai Swasta,1475000,2,Nominal rendah
6828,43,0,Pegawai Swasta,100000,2,Nominal rendah
6829,45,1,Pegawai Swasta,410517,2,Nominal rendah
6830,39,0,Pegawai Swasta,800000,0,Nominal rendah
6831,36,1,Pegawai Swasta,50000,2,Nominal rendah
6832,45,1,Pegawai Swasta,394339,2,Nominal rendah
6833,39,0,Pegawai Swasta,750000,2,Nominal rendah
6834,32,0,Pegawai Swasta,1397467,2,Nominal rendah
6835,39,0,Pegawai Swasta,1500000,2,Nominal rendah
6836,38,0,Pegawai Swasta,750000,2,Nominal rendah
6837,59,0,Pegawai Swasta,350000,2,Nominal rendah
6838,39,0,Pegawai Swasta,750000,2,Nominal rendah
6839,39,0,Pegawai Swasta,750000,2,Nominal rendah
6840,52,0,Pegawai Swasta,1720749,2,Nominal rendah
6841,38,0,Pegawai Swasta,250358,2,Nominal rendah
6842,45,1,Pegawai Swasta,391575,2,Nominal rendah
6843,59,0,Pegawai Swasta,50000,2,Nominal rendah
6844,59,0,Pegawai Swasta,252000,2,Nominal rendah
6845,32,0,Pegawai Swasta,1299558,2,Nominal rendah
6846,45,1,Pegawai Swasta,392964,2,Nominal rendah
6847,39,0,Pegawai Swasta,800000,2,Nominal rendah
6848,39,0,Pegawai Swasta,750000,2,Nominal rendah
6849,59,0,Pegawai Swasta,50000,2,Nominal rendah
6850,38,0,Pegawai Swasta,250358,2,Nominal rendah
6851,32,0,Pegawai Swasta,2326212,2,Nominal sedang
6852,52,0,Pegawai Swasta,1720749,2,Nominal rendah
6853,39,0,Pegawai Swasta,800000,2,Nominal rendah
6854,32,0,Pegawai Swasta,1364299,2,Nominal rendah
6855,52,0,Pegawai Swasta,1984883,2,Nominal rendah
6856,38,0,Pegawai Swasta,305944,2,Nominal rendah
6857,38,0,Pegawai Swasta,750000,2,Nominal rendah
6858,45,1,Pegawai Swasta,391589,2,Nominal rendah
6859,38,0,Pegawai Swasta,268887,2,Nominal rendah
6860,52,0,Pegawai Swasta,1808794,2,Nominal rendah
6861,33,0,Pegawai Swasta,1000000,2,Nominal rendah
6862,39,0,Pegawai Swasta,1500000,2,Nominal rendah
6863,43,0,Pegawai Swasta,100000,2,Nominal rendah
6864,45,1,Pegawai Swasta,391589,2,Nominal rendah
6865,39,0,Pegawai Swasta,800000,2,Nominal rendah
6866,32,0,Pegawai Swasta,1443540,2,Nominal rendah
6867,37,0,Pegawai Swasta,310750,2,Nominal rendah
6868,30,0,Pegawai Swasta,225000,2,Nominal rendah
6869,36,1,Pegawai Swasta,1320840,2,Nominal rendah
6870,31,0,Pegawai Swasta,345825,2,Nominal rendah
6871,39,0,Pegawai Swasta,850000,2,Nominal rendah
6872,45,1,Pegawai Swasta,391670,2,Nominal rendah
6873,39,0,Pegawai Swasta,800000,2,Nominal rendah
6874,38,0,Pegawai Swasta,463566,2,Nominal rendah
6875,52,0,Pegawai Swasta,2754560,2,Nominal sedang
6876,39,0,Pegawai Swasta,1000000,2,Nominal rendah
6877,30,0,Pegawai Swasta,225000,2,Nominal rendah
6878,37,0,Pegawai Swasta,306175,2,Nominal rendah
6879,45,1,Pegawai Swasta,386170,2,Nominal rendah
6880,31,0,Pegawai Swasta,349385,2,Nominal rendah
6881,36,1,Pegawai Swasta,568297,2,Nominal rendah
6882,39,0,Pegawai Swasta,750000,2,Nominal rendah
6883,38,0,Pegawai Swasta,231957,2,Nominal rendah
6884,52,0,Pegawai Swasta,1400027,2,Nominal rendah
6885,37,0,Pegawai Swasta,309650,2,Nominal rendah
6886,30,0,Pegawai Swasta,225000,2,Nominal rendah
6887,36,1,Pegawai Swasta,350000,2,Nominal rendah
6888,36,1,Pegawai Swasta,568237,2,Nominal rendah
6889,39,0,Pegawai Swasta,1000000,2,Nominal rendah
6890,31,0,Pegawai Swasta,273466,2,Nominal rendah
6891,39,0,Pegawai Swasta,750000,2,Nominal rendah
6892,45,1,Pegawai Swasta,388839,2,Nominal rendah
6893,59,0,Pegawai Swasta,365000,1,Nominal rendah
6894,38,0,Pegawai Swasta,250358,1,Nominal rendah
6895,52,0,Pegawai Swasta,1497033,1,Nominal rendah
6896,39,0,Pegawai Swasta,1000000,1,Nominal rendah
6897,36,1,Pegawai Swasta,1258100,1,Nominal rendah
6898,39,0,Pegawai Swasta,2116453,1,Nominal rendah
6899,44,0,Pegawai Swasta,400000,1,Nominal rendah
6900,37,0,Pegawai Swasta,311770,1,Nominal rendah
6901,30,0,Pegawai Swasta,460450,1,Nominal rendah
6902,41,0,Pegawai Swasta,2000000,1,Nominal rendah
6903,45,1,Pegawai Swasta,771264,1,Nominal rendah
6904,31,0,Pegawai Swasta,268666,1,Nominal rendah
6905,39,0,Pegawai Swasta,225000,1,Nominal rendah
6906,38,0,Pegawai Swasta,1000000,1,Nominal rendah
6907,46,1,Pegawai Swasta,12500000,1,Nominal diatas rata-rata
6908,46,1,Pegawai Swasta,1200000,1,Nominal rendah
6909,59,0,Pegawai Swasta,150000,1,Nominal rendah
6910,59,0,Pegawai Swasta,150000,1,Nominal rendah
6911,52,0,Pegawai Swasta,1720749,2,Nominal rendah
6912,36,1,Pegawai Swasta,1296934,2,Nominal rendah
6913,38,0,Pegawai Swasta,250358,2,Nominal rendah
6914,39,0,Pegawai Swasta,700000,2,Nominal rendah
6915,45,1,Pegawai Swasta,386339,2,Nominal rendah
6916,39,0,Pegawai Swasta,1300000,2,Nominal rendah
6917,32,0,Pegawai Swasta,2545806,0,Nominal sedang
6918,52,0,Pegawai Swasta,1720749,0,Nominal rendah
6919,38,0,Pegawai Swasta,250358,0,Nominal rendah
6920,36,1,Pegawai Swasta,1511914,0,Nominal rendah
6921,32,0,Pegawai Swasta,1376178,0,Nominal rendah
6922,39,0,Pegawai Swasta,800000,0,Nominal rendah
6923,45,1,Pegawai Swasta,390000,0,Nominal rendah
6924,39,0,Pegawai Swasta,159475,0,Nominal rendah
6925,38,0,Pegawai Swasta,250358,2,Nominal rendah
6926,52,0,Pegawai Swasta,1720749,2,Nominal rendah
6927,36,1,Pegawai Swasta,234169,2,Nominal rendah
6928,32,0,Konsultan,50000,2,Nominal rendah
6929,32,0,Konsultan,50000,2,Nominal rendah
6930,32,0,Konsultan,100000,2,Nominal rendah
6931,32,0,Konsultan,80000,2,Nominal rendah
6932,32,0,Konsultan,50000,2,Nominal rendah
6933,32,0,Konsultan,50000,2,Nominal rendah
6934,32,0,Konsultan,80000,2,Nominal rendah
6935,32,0,Konsultan,100000,2,Nominal rendah
6936,32,0,Konsultan,50000,2,Nominal rendah
6937,32,0,Konsultan,50000,2,Nominal rendah
6938,32,0,Konsultan,100000,2,Nominal rendah
6939,32,0,Konsultan,80000,2,Nominal rendah
6940,32,0,Konsultan,50000,1,Nominal rendah
6941,32,0,Konsultan,50000,1,Nominal rendah
6942,32,0,Konsultan,100000,1,Nominal rendah
6943,32,0,Konsultan,80000,1,Nominal rendah
6944,32,0,Konsultan,90000,1,Nominal rendah
6945,32,0,Konsultan,50000,1,Nominal rendah
6946,32,0,Konsultan,200000,2,Nominal rendah
6947,32,0,Konsultan,100000,2,Nominal rendah
6948,32,0,Konsultan,50000,2,Nominal rendah
6949,32,0,Konsultan,50000,2,Nominal rendah
6950,32,0,Konsultan,200000,2,Nominal rendah
6951,32,0,Konsultan,100000,2,Nominal rendah
6952,32,0,Konsultan,50000,0,Nominal rendah
6953,32,0,Konsultan,50000,0,Nominal rendah
6954,32,0,Konsultan,100000,2,Nominal rendah
6955,32,0,Konsultan,200000,2,Nominal rendah
6956,32,0,Konsultan,80000,2,Nominal rendah
6957,32,0,Konsultan,100000,2,Nominal rendah
6958,32,0,Konsultan,100000,2,Nominal rendah
6959,32,0,Konsultan,50000,2,Nominal rendah
6960,32,0,Konsultan,50000,2,Nominal rendah
6961,32,0,Konsultan,50000,2,Nominal rendah
6962,32,0,Konsultan,50000,2,Nominal rendah
6963,32,0,Konsultan,80000,2,Nominal rendah
6964,32,0,Konsultan,100000,2,Nominal rendah
6965,32,0,Konsultan,50000,2,Nominal rendah
6966,32,0,Konsultan,50000,2,Nominal rendah
6967,32,0,Konsultan,100000,2,Nominal rendah
6968,32,0,Konsultan,80000,2,Nominal rendah
6969,32,0,Konsultan,50000,2,Nominal rendah
6970,32,0,Konsultan,250000,2,Nominal rendah
6971,32,0,Konsultan,80000,2,Nominal rendah
6972,32,0,Konsultan,100000,2,Nominal rendah
6973,32,0,Konsultan,100000,2,Nominal rendah
6974,32,0,Konsultan,80000,2,Nominal rendah
6975,32,0,Konsultan,80000,2,Nominal rendah
6976,32,0,Konsultan,100000,2,Nominal rendah
6977,32,0,Konsultan,100000,2,Nominal rendah
6978,32,0,Konsultan,80000,2,Nominal rendah
6979,32,0,Konsultan,80000,2,Nominal rendah
6980,32,0,Konsultan,100000,2,Nominal rendah
6981,32,0,Konsultan,90000,1,Nominal rendah
6982,32,0,Konsultan,100000,1,Nominal rendah
6983,32,0,Konsultan,80000,1,Nominal rendah
6984,32,0,Konsultan,50000,2,Nominal rendah
6985,32,0,Konsultan,50000,2,Nominal rendah
6986,32,0,Konsultan,100000,2,Nominal rendah
6987,32,0,Konsultan,80000,2,Nominal rendah
6988,32,0,Konsultan,50000,0,Nominal rendah
6989,32,0,Konsultan,50000,0,Nominal rendah
6990,32,0,Konsultan,80000,0,Nominal rendah
6991,32,0,Konsultan,100000,0,Nominal rendah
6992,32,0,Konsultan,50000,2,Nominal rendah
6993,32,0,Konsultan,50000,2,Nominal rendah
6994,34,0,Pegawai Swasta,420000,2,Nominal rendah
6995,28,0,Pegawai Swasta,300000,2,Nominal rendah
6996,34,0,Pegawai Swasta,420000,2,Nominal rendah
6997,27,0,Pegawai Swasta,366000,2,Nominal rendah
6998,27,0,Pegawai Swasta,366000,2,Nominal rendah
6999,25,1,Pegawai Swasta,50000,2,Nominal rendah
7000,26,1,Pegawai Swasta,120000,2,Nominal rendah
7001,27,0,Pegawai Swasta,240000,2,Nominal rendah
7002,27,0,Pegawai Swasta,240000,2,Nominal rendah
7003,28,0,Pegawai Swasta,300000,2,Nominal rendah
7004,25,1,Pegawai Swasta,50000,2,Nominal rendah
7005,30,1,Pegawai Swasta,10000,2,Nominal rendah
7006,26,1,Pegawai Swasta,117500,2,Nominal rendah
7007,27,0,Pegawai Swasta,211000,2,Nominal rendah
7008,34,0,Pegawai Swasta,420000,2,Nominal rendah
7009,25,1,Pegawai Swasta,50000,2,Nominal rendah
7010,28,0,Pegawai Swasta,300000,2,Nominal rendah
7011,34,0,Pegawai Swasta,420000,1,Nominal rendah
7012,27,0,Pegawai Swasta,305000,1,Nominal rendah
7013,27,0,Pegawai Swasta,305000,1,Nominal rendah
7014,28,0,Pegawai Swasta,300000,1,Nominal rendah
7015,28,0,Pegawai Swasta,1000000,1,Nominal rendah
7016,23,0,Pegawai Swasta,45000,1,Nominal rendah
7017,23,0,Pegawai Swasta,45000,1,Nominal rendah
7018,30,1,Pegawai Swasta,128750,2,Nominal rendah
7019,27,0,Pegawai Swasta,475000,2,Nominal rendah
7020,27,0,Pegawai Swasta,475000,2,Nominal rendah
7021,27,0,Pegawai Swasta,245000,2,Nominal rendah
7022,27,0,Pegawai Swasta,245000,2,Nominal rendah
7023,28,0,Pegawai Swasta,450000,2,Nominal rendah
7024,34,0,Pegawai Swasta,420000,2,Nominal rendah
7025,27,0,Pegawai Swasta,425000,2,Nominal rendah
7026,27,0,Pegawai Swasta,425000,2,Nominal rendah
7027,23,0,Pegawai Swasta,1800000,2,Nominal rendah
7028,34,0,Pegawai Swasta,420000,2,Nominal rendah
7029,25,1,Pegawai Swasta,50000,2,Nominal rendah
7030,28,0,Pegawai Swasta,300000,2,Nominal rendah
7031,23,0,Pegawai Swasta,200000,2,Nominal rendah
7032,27,0,Pegawai Swasta,403000,2,Nominal rendah
7033,27,0,Pegawai Swasta,403000,2,Nominal rendah
7034,28,0,Pegawai Swasta,300000,2,Nominal rendah
7035,27,0,Pegawai Swasta,240000,2,Nominal rendah
7036,27,0,Pegawai Swasta,240000,2,Nominal rendah
7037,28,1,Pegawai Swasta,100000,2,Nominal rendah
7038,27,0,Pegawai Swasta,220000,2,Nominal rendah
7039,28,0,Pegawai Swasta,300000,2,Nominal rendah
7040,28,1,Pegawai Swasta,100000,2,Nominal rendah
7041,27,0,Pegawai Swasta,305000,2,Nominal rendah
