umur,gender,occupation_group,nominal,periode_transaksi
34,pria,Industri,402000,Reguler
51,pria,Pegawai Swasta,350000,Reguler
41,pria,Lainnya,897782,Reguler
37,pria,Teknisi,175000,Reguler
33,wanita,Akuntansi,300000,Reguler
35,pria,Energi,1900150,Reguler
32,wanita,Staff,650000,Reguler
34,wanita,Konsultan,500000,Reguler
63,wanita,Pegawai Swasta,2000000,Reguler
37,wanita,PNS,212194,Reguler
36,pria,PNS,350403,Reguler
34,pria,Industri,310000,Reguler
29,wanita,Lainnya,225000,Reguler
34,pria,Industri,177628,Reguler
51,pria,Teknisi,388000,Reguler
46,pria,Konsultan,500000,Reguler
45,wanita,Staff,84383,Reguler
48,pria,PNS,93578,Reguler
48,wanita,PNS,212500,Reguler
32,pria,PNS,390000,Reguler
37,wanita,PNS,15000,Reguler
33,pria,Energi,1726925,Reguler
37,wanita,Auditor,50000,Reguler
55,pria,Lainnya,1078291,Reguler
41,pria,Industri,2600000,Reguler
31,pria,Staff,256754,Reguler
28,wanita,Lainnya,235000,Reguler
34,pria,Industri,60000,Reguler
34,pria,Transportasi,815750,Reguler
30,wanita,Amil,10000,Reguler
34,pria,Industri,402000,Reguler
32,pria,Lainnya,250000,Reguler
33,wanita,Staff,162180,Reguler
36,pria,PNS,487025,Reguler
39,pria,Staff,20000,Reguler
39,pria,Staff,25000,Reguler
48,pria,Konsultan,200000,Reguler
37,wanita,Auditor,50000,Reguler
39,pria,Staff,50000,Reguler
29,pria,Lainnya,56250,Reguler
33,pria,Lainnya,400000,Reguler
47,pria,Amil,30000,Reguler
76,wanita,Dokter,5000000,Reguler
35,pria,Amil,375000,Reguler
32,wanita,Amil,263623,Reguler
45,pria,Amil,256460,Reguler
32,pria,Amil,190365,Reguler
36,wanita,Amil,242654,Reguler
41,pria,Amil,175750,Reguler
30,pria,Marketing,338763,Reguler
39,pria,Wiraswasta,505000,Reguler
31,wanita,Amil,171980,Reguler
31,pria,Amil,190645,Reguler
31,wanita,Amil,202917,Reguler
35,pria,Pegawai Swasta,387500,Reguler
48,pria,Amil,450000,Reguler
52,pria,Amil,189250,Reguler
62,wanita,Amil,800000,Reguler
56,pria,Amil,1250000,Reguler
37,pria,Amil,256092,Reguler
35,pria,Amil,258395,Reguler
45,pria,Amil,550000,Reguler
35,pria,Amil,500000,Reguler
36,wanita,Freelancer,590000,Reguler
39,pria,Amil,209171,Reguler
39,pria,Amil,475000,Reguler
41,pria,Lainnya,653000,Reguler
72,pria,PNS,5000000,Reguler
40,pria,Amil,168612,Reguler
45,pria,Amil,575000,Reguler
46,pria,Amil,175305,Reguler
44,pria,Industri,800000,Reguler
44,pria,Amil,375000,Reguler
37,wanita,Amil,240055,Reguler
47,pria,Amil,344074,Reguler
31,wanita,Konsultan,250000,Reguler
51,pria,Amil,167472,Reguler
48,pria,Amil,312784,Reguler
31,pria,Amil,190365,Reguler
47,pria,Amil,575000,Reguler
48,pria,Amil,219976,Reguler
36,pria,Amil,375000,Reguler
36,pria,Amil,226763,Reguler
39,wanita,Amil,587500,Reguler
54,pria,Amil,176799,Reguler
31,wanita,Amil,203014,Reguler
36,pria,Amil,152887,Reguler
36,pria,Amil,587500,Reguler
31,wanita,Konsultan,250000,Reguler
38,pria,Energi,1500000,Reguler
40,pria,Amil,575000,Reguler
41,pria,Amil,600000,Reguler
42,pria,Amil,375000,Reguler
33,pria,Amil,50000,Reguler
48,pria,Amil,220070,Reguler
33,pria,Konsultan,208421,Reguler
33,pria,Amil,475000,Reguler
50,pria,Amil,750000,Reguler
39,wanita,Amil,450000,Reguler
37,pria,Amil,550000,Reguler
48,pria,Amil,221038,Reguler
41,wanita,Amil,575000,Reguler
34,wanita,Amil,170221,Reguler
47,pria,IT,300000,Reguler
80,pria,Amil,1237500,Reguler
30,pria,Amil,587500,Reguler
41,pria,Amil,184761,Reguler
39,pria,Amil,825000,Reguler
31,pria,Amil,249225,Reguler
31,pria,Amil,170681,Reguler
33,wanita,Amil,450000,Reguler
34,pria,Amil,255174,Reguler
40,pria,Amil,172263,Reguler
48,wanita,PNS,212500,Reguler
47,pria,Amil,280833,Reguler
51,wanita,Amil,500000,Reguler
31,pria,Amil,246399,Reguler
29,pria,Amil,181330,Reguler
31,pria,Amil,272710,Reguler
45,wanita,Amil,575000,Reguler
28,pria,Amil,244514,Reguler
35,pria,Amil,375000,Reguler
46,pria,PNS,537500,Reguler
69,pria,Amil,475000,Reguler
52,pria,Lainnya,1550000,Reguler
30,pria,Amil,181019,Reguler
40,pria,Amil,600000,Reguler
44,pria,Amil,825000,Reguler
49,pria,Amil,875000,Reguler
45,pria,Amil,550000,Reguler
31,pria,Pegawai Swasta,1345095,Reguler
33,wanita,Staff,162180,Reguler
35,pria,Teknisi,150000,Reguler
31,wanita,Staff,100000,Reguler
32,pria,Amil,6000000,Reguler
34,wanita,PNS,325000,Reguler
34,pria,Marketing,450000,Reguler
31,pria,Lainnya,210000,Reguler
36,wanita,Marketing,615826,Reguler
39,wanita,Akuntansi,50000,Reguler
31,wanita,IT,2000000,Reguler
32,pria,Akuntansi,390000,Reguler
48,pria,Industri,205000,Reguler
39,pria,Industri,200000,Reguler
39,pria,Industri,50000,Reguler
29,pria,Pegawai Swasta,125000,Reguler
33,pria,Konsultan,231750,Reguler
72,pria,PNS,2058000,Reguler
28,pria,Konsultan,500000,Reguler
46,wanita,Akuntansi,259453,Reguler
35,pria,Industri,250000,Reguler
39,pria,Akuntansi,184934,Reguler
59,pria,Pegawai Swasta,3500000,Reguler
46,wanita,PNS,540414,Reguler
30,pria,Konsultan,125000,Reguler
30,wanita,Lainnya,50000,Reguler
32,pria,Kesehatan,292000,Reguler
28,pria,Akuntansi,250000,Reguler
33,pria,Lainnya,475000,Reguler
30,wanita,Konsultan,637500,Reguler
35,pria,Energi,390000,Reguler
37,wanita,PNS,175000,Reguler
28,wanita,Industri,414000,Reguler
51,pria,Lainnya,944320,Reguler
41,pria,Lainnya,897782,Reguler
34,wanita,Konsultan,500000,Reguler
41,wanita,Lainnya,547408,Reguler
31,pria,Lainnya,382589,Reguler
34,pria,Lainnya,362363,Reguler
34,pria,Lainnya,362363,Reguler
31,pria,PNS,215000,Reguler
51,pria,Pegawai Swasta,350000,Reguler
32,pria,Lainnya,551536,Reguler
32,pria,Lainnya,361113,Reguler
29,wanita,Lainnya,225000,Reguler
30,wanita,Lainnya,50000,Reguler
33,wanita,Lainnya,25000,Reguler
46,pria,PNS,84383,Reguler
37,pria,Teknisi,175000,Reguler
32,pria,Lainnya,300000,Reguler
47,pria,Industri,800000,Reguler
55,pria,Lainnya,1078291,Reguler
41,pria,Industri,1332500,Reguler
32,pria,PNS,759000,Reguler
37,wanita,Auditor,700000,Reguler
29,pria,Lainnya,68250,Reguler
33,wanita,Akuntansi,184178,Reguler
29,wanita,Lainnya,305000,Reguler
63,wanita,Pegawai Swasta,2000000,Reguler
29,wanita,Lainnya,250000,Reguler
29,pria,Konsultan,120000,Reguler
35,pria,Energi,785000,Reguler
39,pria,Staff,25000,Reguler
41,pria,Transportasi,150000,Reguler
32,pria,Lainnya,53000,Reguler
33,pria,IT,1000000,Reguler
37,wanita,Auditor,50000,Reguler
32,wanita,Staff,760000,Reguler
46,pria,Konsultan,500000,Reguler
29,wanita,Lainnya,319598,Reguler
29,wanita,Lainnya,769404,Reguler
31,pria,Staff,256754,Reguler
27,wanita,Amil,10000,Reguler
37,pria,Konsultan,265000,Reguler
37,wanita,Auditor,50000,Reguler
54,pria,PNS,3000000,Reguler
34,pria,Industri,619500,Reguler
48,pria,Konsultan,150000,Reguler
49,pria,PNS,97500,Reguler
49,pria,PNS,97500,Reguler
31,wanita,Konsultan,250000,Reguler
31,pria,Industri,156000,Reguler
44,pria,Industri,800000,Reguler
31,pria,Amil,272710,Reguler
45,pria,Amil,550000,Reguler
45,wanita,Amil,575000,Reguler
45,pria,Amil,550000,Reguler
48,wanita,PNS,212500,Reguler
49,pria,Amil,875000,Reguler
39,wanita,Amil,587500,Reguler
31,wanita,Amil,171980,Reguler
47,pria,Amil,575000,Reguler
41,pria,Amil,184761,Reguler
37,pria,Amil,550000,Reguler
46,wanita,PNS,197855,Reguler
39,pria,Amil,475000,Reguler
36,wanita,Freelancer,350000,Reguler
80,pria,Amil,1237500,Reguler
31,pria,Amil,190365,Reguler
46,pria,PNS,537500,Reguler
28,pria,Amil,244514,Reguler
50,pria,Amil,750000,Reguler
48,pria,Amil,312784,Reguler
30,pria,Amil,181019,Reguler
40,pria,Amil,575000,Reguler
33,pria,Amil,475000,Reguler
48,pria,Amil,221038,Reguler
31,pria,Amil,190645,Reguler
42,pria,Amil,375000,Reguler
45,pria,Amil,256460,Reguler
46,pria,Amil,175305,Reguler
52,pria,Amil,189250,Reguler
41,pria,Amil,175750,Reguler
44,pria,Amil,825000,Reguler
44,pria,Amil,375000,Reguler
35,pria,Amil,375000,Reguler
47,pria,IT,300000,Reguler
31,pria,Amil,170681,Reguler
30,pria,Amil,587500,Reguler
47,pria,Amil,344074,Reguler
36,wanita,Amil,242654,Reguler
39,wanita,Amil,450000,Reguler
54,pria,Amil,176799,Reguler
51,wanita,Amil,500000,Reguler
36,pria,Amil,375000,Reguler
41,wanita,Amil,575000,Reguler
36,pria,Amil,587500,Reguler
39,pria,Amil,825000,Reguler
31,wanita,Amil,202917,Reguler
36,wanita,Freelancer,590000,Reguler
48,pria,Amil,219976,Reguler
39,pria,Amil,209171,Reguler
48,pria,Amil,450000,Reguler
35,pria,Amil,500000,Reguler
48,pria,Amil,220070,Reguler
33,pria,Konsultan,204501,Reguler
47,pria,Amil,280833,Reguler
35,pria,Amil,258395,Reguler
41,pria,Amil,600000,Reguler
33,wanita,Amil,450000,Reguler
37,wanita,Auditor,50000,Reguler
40,pria,Amil,600000,Reguler
32,pria,Amil,190365,Reguler
32,wanita,Amil,263623,Reguler
31,wanita,Amil,203014,Reguler
35,pria,Amil,375000,Reguler
69,pria,Amil,475000,Reguler
31,pria,Amil,249225,Reguler
29,pria,Amil,181330,Reguler
62,wanita,Amil,800000,Reguler
56,pria,Amil,1250000,Reguler
37,wanita,Amil,240055,Reguler
33,pria,Wiraswasta,401000,Reguler
45,pria,Amil,575000,Reguler
51,pria,Amil,167472,Reguler
40,pria,Amil,168612,Reguler
34,wanita,Amil,170221,Reguler
37,pria,Amil,256092,Reguler
36,pria,Amil,152887,Reguler
31,pria,Amil,246399,Reguler
41,pria,Lainnya,788000,Reguler
40,pria,Amil,172263,Reguler
34,pria,Amil,255174,Reguler
36,pria,Amil,226763,Reguler
35,pria,Pegawai Swasta,387500,Reguler
29,pria,Industri,235000,Reguler
47,pria,Energi,2700000,Reguler
32,pria,Akuntansi,120000,Reguler
72,pria,PNS,5000000,Reguler
47,pria,Industri,900000,Reguler
39,pria,Industri,200000,Reguler
52,pria,Lainnya,1550000,Reguler
46,pria,TNI/POLRI,100000,Reguler
48,pria,Industri,225000,Reguler
39,pria,Industri,50000,Reguler
35,pria,Teknisi,150000,Reguler
35,pria,Industri,100000,Reguler
34,pria,Marketing,450000,Reguler
31,pria,Pegawai Swasta,929160,Reguler
35,pria,Industri,100000,Reguler
36,wanita,Marketing,615826,Reguler
29,wanita,Amil,50000,Reguler
39,pria,Wiraswasta,503019,Reguler
34,pria,Industri,217500,Reguler
30,pria,Konsultan,125000,Reguler
32,pria,Amil,6000000,Reguler
36,pria,Pegawai Swasta,140000,Reguler
35,pria,Industri,127000,Reguler
31,wanita,Staff,100000,Reguler
30,wanita,Konsultan,637500,Reguler
40,pria,Lainnya,2500000,Reguler
35,pria,Energi,390000,Reguler
52,pria,Konsultan,1250000,Reguler
42,pria,Lainnya,1000000,Reguler
31,pria,Lainnya,210000,Reguler
33,pria,Konsultan,186120,Reguler
32,pria,Akuntansi,385000,Reguler
39,wanita,Akuntansi,45000,Reguler
37,wanita,Auditor,50000,Reguler
44,wanita,Marketing,500000,Reguler
51,pria,Pegawai Swasta,350000,Reguler
32,pria,Kesehatan,292000,Reguler
29,pria,Lainnya,172250,Reguler
39,pria,Staff,73000,Reguler
29,pria,Lainnya,172250,Reguler
37,wanita,PNS,175000,Reguler
41,pria,Transportasi,100000,Reguler
29,pria,Konsultan,101000,Reguler
39,pria,Staff,25000,Reguler
35,pria,Industri,250000,Reguler
33,wanita,Lainnya,200000,Reguler
46,pria,Konsultan,500000,Reguler
41,wanita,Lainnya,547408,Reguler
51,pria,Lainnya,944320,Reguler
37,pria,Teknisi,175000,Reguler
33,pria,Pegawai Swasta,170000,Reguler
41,pria,Lainnya,897782,Reguler
31,pria,Lainnya,382589,Reguler
34,pria,Lainnya,362363,Reguler
28,wanita,Industri,417000,Reguler
59,pria,Pegawai Swasta,1037500,Reguler
59,pria,Pegawai Swasta,3400000,Reguler
33,wanita,Akuntansi,300000,Reguler
34,pria,Lainnya,362363,Reguler
32,pria,Lainnya,551536,Reguler
33,wanita,Akuntansi,220614,Reguler
31,pria,PNS,215000,Reguler
32,pria,Lainnya,361113,Reguler
51,pria,Teknisi,388000,Reguler
28,pria,Staff,277500,Reguler
36,pria,PNS,524190,Reguler
29,wanita,Lainnya,250000,Reguler
28,pria,Staff,67500,Reguler
47,pria,Industri,2000000,Reguler
32,pria,PNS,444000,Reguler
46,wanita,Akuntansi,259453,Reguler
29,wanita,Lainnya,322246,Reguler
39,pria,Akuntansi,184934,Reguler
33,wanita,Staff,162180,Reguler
37,wanita,Auditor,50000,Reguler
55,pria,Lainnya,1235091,Reguler
63,wanita,Pegawai Swasta,1500000,Reguler
39,wanita,Industri,10000,Reguler
48,pria,Konsultan,150000,Reguler
41,pria,Industri,1470000,Reguler
32,pria,Lainnya,150000,Reguler
30,wanita,PNS,223028,Reguler
30,wanita,PNS,228300,Reguler
42,pria,Lainnya,40500000,Reguler
39,wanita,Akuntansi,25000,Reguler
48,wanita,PNS,212500,Reguler
39,pria,Staff,50000,Reguler
37,wanita,Auditor,50000,Reguler
31,wanita,IT,1000000,Reguler
54,pria,PNS,3000000,Reguler
28,pria,Staff,67500,Reguler
28,pria,Staff,277500,Reguler
31,pria,Staff,256754,Reguler
30,wanita,PNS,2482000,Reguler
37,wanita,Auditor,50000,Reguler
33,pria,Energi,433500,Reguler
47,pria,Amil,344074,Reguler
47,pria,Amil,280833,Reguler
72,pria,PNS,5000000,Reguler
35,pria,Amil,375000,Reguler
30,pria,Marketing,434925,Reguler
45,pria,Amil,550000,Reguler
44,pria,Amil,825000,Reguler
35,pria,Lainnya,169230,Reguler
49,pria,Amil,875000,Reguler
37,pria,Amil,256092,Reguler
32,wanita,Amil,263623,Reguler
34,wanita,Amil,170221,Reguler
45,pria,Amil,575000,Reguler
52,pria,Lainnya,1660000,Reguler
33,pria,Wiraswasta,379000,Reguler
36,pria,Amil,375000,Reguler
30,pria,Amil,181019,Reguler
48,pria,Amil,219976,Reguler
35,pria,Amil,500000,Reguler
33,wanita,Amil,450000,Reguler
69,pria,Amil,475000,Reguler
51,wanita,Amil,500000,Reguler
32,pria,Akuntansi,125000,Reguler
31,pria,Amil,170681,Reguler
47,pria,IT,300000,Reguler
30,pria,Amil,587500,Reguler
37,wanita,Amil,240055,Reguler
36,pria,Amil,587500,Reguler
29,pria,Amil,181330,Reguler
47,pria,Energi,1500000,Reguler
36,pria,Amil,226763,Reguler
31,wanita,Konsultan,250000,Reguler
46,pria,PNS,537500,Reguler
34,pria,Amil,255174,Reguler
31,pria,Amil,190365,Reguler
31,pria,Amil,246399,Reguler
39,pria,Amil,209171,Reguler
62,wanita,Amil,800000,Reguler
50,pria,Amil,750000,Reguler
44,pria,Amil,375000,Reguler
40,pria,Amil,168612,Reguler
40,pria,Amil,575000,Reguler
40,pria,Amil,600000,Reguler
47,pria,Amil,575000,Reguler
48,pria,Amil,221038,Reguler
39,wanita,Amil,587500,Reguler
41,pria,Amil,184761,Reguler
31,wanita,Amil,171980,Reguler
45,wanita,Amil,575000,Reguler
31,pria,Amil,249225,Reguler
32,pria,Amil,190365,Reguler
45,pria,Amil,256460,Reguler
44,pria,Industri,800000,Reguler
31,pria,Amil,190645,Reguler
48,pria,Amil,220070,Reguler
42,pria,Amil,375000,Reguler
45,pria,Amil,550000,Reguler
36,wanita,Amil,242654,Reguler
31,wanita,Amil,203014,Reguler
80,pria,Amil,1237500,Reguler
31,wanita,Amil,10000,Reguler
41,pria,Lainnya,675000,Reguler
48,pria,Amil,450000,Reguler
56,pria,Amil,1250000,Reguler
40,pria,Amil,172263,Reguler
41,wanita,Amil,575000,Reguler
35,pria,Amil,375000,Reguler
51,pria,Amil,167472,Reguler
39,wanita,Amil,450000,Reguler
33,pria,Amil,475000,Reguler
46,pria,Amil,175305,Reguler
37,pria,Amil,550000,Reguler
28,pria,Amil,244514,Reguler
31,pria,Amil,272710,Reguler
48,pria,Amil,312784,Reguler
54,pria,Amil,176799,Reguler
35,pria,Amil,258395,Reguler
39,pria,Amil,825000,Reguler
39,pria,Amil,475000,Reguler
52,pria,Amil,189250,Reguler
36,pria,Amil,152887,Reguler
30,pria,Lainnya,298331,Reguler
48,pria,Industri,200000,Reguler
38,pria,Energi,1000000,Reguler
34,pria,Marketing,450000,Reguler
39,pria,Wiraswasta,550000,Reguler
29,wanita,Lainnya,278084,Reguler
72,pria,PNS,2048000,Reguler
34,pria,Konsultan,200000,Reguler
35,pria,Industri,200000,Reguler
34,pria,Industri,217500,Reguler
39,pria,Industri,200000,Reguler
59,pria,Pegawai Swasta,4000000,Reguler
36,wanita,Marketing,615826,Reguler
35,pria,Teknisi,150000,Reguler
39,pria,Industri,50000,Reguler
32,pria,Amil,6000000,Reguler
39,pria,Akuntansi,220996,Reguler
31,wanita,Staff,100000,Reguler
72,pria,PNS,2089650,Reguler
45,pria,Lainnya,975000,Reguler
31,wanita,IT,1000000,Reguler
39,pria,Wiraswasta,260000,Reguler
32,pria,Kesehatan,292000,Reguler
31,pria,Lainnya,500000,Reguler
46,wanita,Akuntansi,311314,Reguler
29,pria,Industri,235000,Reguler
37,wanita,Auditor,50000,Reguler
33,wanita,Lainnya,200000,Reguler
37,pria,Industri,10000,Reguler
33,pria,Energi,1283475,Reguler
31,pria,Pegawai Swasta,929160,Reguler
30,pria,Konsultan,125000,Reguler
35,pria,Industri,250000,Reguler
33,pria,Konsultan,174876,Reguler
32,pria,Lainnya,361113,Reguler
41,pria,Transportasi,100000,Reguler
31,pria,Lainnya,382589,Reguler
47,pria,Industri,2000000,Reguler
51,pria,Lainnya,944320,Reguler
41,pria,Lainnya,897782,Reguler
41,wanita,Lainnya,547408,Reguler
34,pria,Lainnya,362363,Reguler
34,pria,Lainnya,362363,Reguler
51,pria,Pegawai Swasta,350000,Reguler
32,pria,Lainnya,551536,Reguler
46,pria,Konsultan,500000,Reguler
28,wanita,Industri,419000,Reguler
32,wanita,Staff,550000,Reguler
29,wanita,Lainnya,225000,Reguler
33,wanita,Lainnya,25000,Reguler
31,pria,PNS,215000,Reguler
33,wanita,Akuntansi,300000,Reguler
34,pria,Konsultan,400000,Reguler
37,pria,Teknisi,175000,Reguler
54,pria,Wiraswasta,3000000,Reguler
32,pria,Lainnya,150000,Reguler
33,wanita,Akuntansi,184178,Reguler
32,pria,PNS,356000,Reguler
37,wanita,Auditor,50000,Reguler
47,pria,Industri,850000,Reguler
37,wanita,PNS,175000,Reguler
48,pria,Konsultan,679200,Reguler
34,pria,Industri,225000,Reguler
29,pria,Konsultan,100000,Reguler
31,pria,Staff,256754,Reguler
27,wanita,Lainnya,50000,Reguler
34,pria,Industri,401437,Reguler
37,wanita,Auditor,50000,Reguler
33,wanita,Staff,162180,Reguler
35,pria,Lainnya,300000,Reguler
55,pria,Lainnya,1078290,Reguler
25,pria,Staff,10500,Reguler
29,wanita,Lainnya,300000,Reguler
39,wanita,Akuntansi,25000,Reguler
46,wanita,Akuntansi,276740,Reguler
37,wanita,Auditor,50000,Reguler
39,pria,Akuntansi,196955,Reguler
41,pria,Industri,1450000,Reguler
33,pria,Konsultan,630000,Reguler
34,wanita,Konsultan,200000,Reguler
48,wanita,PNS,212500,Reguler
31,wanita,Amil,20000,Reguler
33,pria,Wiraswasta,346000,Reguler
30,pria,Amil,10001,Reguler
36,pria,Amil,152887,Reguler
39,wanita,Industri,30000,Reguler
35,pria,Amil,375000,Reguler
52,pria,Amil,189250,Reguler
48,pria,Amil,450000,Reguler
31,pria,Amil,246399,Reguler
35,pria,Amil,258395,Reguler
40,pria,Amil,600000,Reguler
31,wanita,Konsultan,250000,Reguler
41,wanita,Amil,575000,Reguler
62,wanita,Amil,800000,Reguler
39,wanita,Amil,450000,Reguler
39,pria,Amil,825000,Reguler
32,pria,Amil,190365,Reguler
49,pria,Amil,875000,Reguler
48,pria,Amil,312784,Reguler
34,pria,Konsultan,210000,Reguler
37,wanita,PNS,350000,Reguler
40,pria,Amil,172263,Reguler
35,pria,Teknisi,150000,Reguler
46,pria,Amil,175305,Reguler
32,wanita,Amil,263623,Reguler
45,pria,Amil,550000,Reguler
36,wanita,Freelancer,582825,Reguler
33,pria,Amil,150000,Reguler
47,pria,Amil,575000,Reguler
45,wanita,Amil,575000,Reguler
41,pria,Amil,175750,Reguler
32,pria,Akuntansi,270000,Reguler
35,pria,Pegawai Swasta,387500,Reguler
31,pria,Amil,190645,Reguler
48,pria,Amil,219976,Reguler
47,pria,Energi,850000,Reguler
37,wanita,Amil,240055,Reguler
31,wanita,Amil,203014,Reguler
36,wanita,Marketing,615825,Reguler
72,pria,PNS,5000000,Reguler
48,pria,Amil,220070,Reguler
40,pria,Amil,575000,Reguler
34,pria,Industri,217500,Reguler
35,pria,Amil,375000,Reguler
37,wanita,Auditor,50000,Reguler
39,pria,Amil,475000,Reguler
29,pria,Amil,181330,Reguler
69,pria,Amil,475000,Reguler
51,wanita,Amil,500000,Reguler
36,wanita,Amil,242654,Reguler
39,pria,Amil,209171,Reguler
31,pria,Amil,249225,Reguler
45,pria,Amil,256460,Reguler
44,pria,Amil,375000,Reguler
33,wanita,Amil,450000,Reguler
47,pria,Amil,319074,Reguler
39,wanita,Amil,587500,Reguler
37,pria,Amil,256092,Reguler
44,pria,Industri,800000,Reguler
36,pria,Amil,587500,Reguler
40,pria,Amil,168612,Reguler
80,pria,Amil,1237500,Reguler
50,pria,Amil,750000,Reguler
31,wanita,Amil,171980,Reguler
46,pria,PNS,537500,Reguler
48,pria,Amil,221038,Reguler
44,pria,Amil,825000,Reguler
35,pria,Amil,500000,Reguler
47,pria,IT,300000,Reguler
31,pria,Amil,272710,Reguler
32,pria,Amil,6000000,Reguler
34,pria,Amil,255174,Reguler
47,pria,Amil,280833,Reguler
39,pria,Industri,50000,Reguler
45,pria,Amil,575000,Reguler
30,pria,Amil,587500,Reguler
31,pria,Amil,190365,Reguler
28,pria,Amil,244514,Reguler
54,pria,Amil,176799,Reguler
31,pria,Amil,170681,Reguler
33,pria,Amil,475000,Reguler
34,wanita,PNS,232000,Reguler
45,pria,Amil,550000,Reguler
30,pria,Amil,181019,Reguler
39,wanita,Industri,10000,Reguler
31,wanita,Amil,202917,Reguler
41,pria,Amil,184761,Reguler
34,wanita,Amil,170221,Reguler
31,wanita,Konsultan,250000,Reguler
36,pria,Amil,375000,Reguler
39,pria,Industri,200000,Reguler
51,pria,Amil,167472,Reguler
37,pria,Amil,550000,Reguler
41,pria,Amil,600000,Reguler
42,pria,Amil,375000,Reguler
36,pria,Amil,226763,Reguler
34,pria,Marketing,450000,Reguler
49,pria,Lainnya,650000,Reguler
48,pria,Industri,240000,Reguler
32,wanita,Lainnya,195225,Reguler
59,pria,Pegawai Swasta,4828000,Reguler
50,pria,Wiraswasta,20000000,Reguler
50,pria,Wiraswasta,3500000,Reguler
31,wanita,Staff,100000,Reguler
47,pria,Industri,850000,Reguler
29,pria,Industri,235000,Reguler
50,pria,Wiraswasta,10000000,Reguler
38,pria,Energi,875000,Reguler
30,wanita,Konsultan,637500,Reguler
35,pria,Energi,1200000,Reguler
33,wanita,Staff,162180,Reguler
31,pria,Industri,302000,Reguler
35,pria,Industri,250000,Reguler
32,pria,Kesehatan,292000,Reguler
41,pria,Lainnya,897782,Reguler
69,pria,Akuntansi,500000,Reguler
69,pria,Akuntansi,300000,Reguler
39,wanita,Pegawai Swasta,2900000,Reguler
32,pria,Lainnya,361113,Reguler
34,pria,Lainnya,368265,Reguler
46,pria,Konsultan,500000,Reguler
47,pria,Industri,2000000,Reguler
34,pria,Lainnya,368265,Reguler
31,pria,PNS,215000,Reguler
51,pria,Lainnya,944320,Reguler
36,pria,PNS,351135,Reguler
31,pria,Lainnya,388945,Reguler
41,wanita,Lainnya,559068,Reguler
30,pria,Konsultan,125000,Reguler
51,pria,Teknisi,388000,Reguler
32,pria,Lainnya,551536,Reguler
32,pria,PNS,413000,Reguler
31,pria,Pegawai Swasta,991660,Reguler
38,pria,Konsultan,125000,Reguler
39,wanita,Pegawai Swasta,2400000,Reguler
31,pria,Lainnya,210000,Reguler
33,wanita,Akuntansi,300000,Reguler
37,wanita,Auditor,50000,Reguler
41,pria,Industri,1470000,Reguler
39,pria,Wiraswasta,175000,Reguler
33,wanita,Amil,100000,Reguler
35,pria,Industri,200000,Reguler
33,pria,Energi,503000,Reguler
51,pria,Pegawai Swasta,350000,Reguler
47,pria,Pegawai Swasta,2000000,Reguler
44,wanita,Pegawai Swasta,225000,Reguler
31,wanita,IT,1000000,Reguler
45,pria,PNS,100000,Reguler
55,pria,Lainnya,1078285,Reguler
34,pria,Industri,4375000,Reguler
27,wanita,Lainnya,50000,Reguler
33,pria,Wiraswasta,842000,Reguler
32,pria,Kesehatan,339000,Reguler
34,pria,Industri,751000,Reguler
31,pria,Amil,10000,Reguler
32,wanita,Konsultan,2000000,Reguler
47,pria,Industri,5000000,Reguler
39,pria,Wiraswasta,75000,Reguler
38,pria,Transportasi,450000,Reguler
34,wanita,Konsultan,500000,Reguler
51,pria,Teknisi,370000,Reguler
32,pria,Lainnya,582482,Reguler
31,pria,Lainnya,407331,Reguler
32,pria,Lainnya,361113,Reguler
34,pria,Lainnya,385338,Reguler
31,pria,PNS,213500,Reguler
37,pria,Teknisi,157500,Reguler
51,pria,Pegawai Swasta,350000,Reguler
27,wanita,Lainnya,50000,Reguler
35,pria,Industri,270000,Reguler
51,pria,Lainnya,998098,Reguler
27,wanita,Amil,13000,Reguler
44,pria,Amil,18000,Reguler
30,wanita,Lainnya,155000,Reguler
32,pria,PNS,397000,Reguler
41,wanita,Lainnya,547408,Reguler
34,pria,Lainnya,361113,Reguler
41,pria,Lainnya,897782,Reguler
52,pria,Lainnya,1550000,Reguler
46,pria,Konsultan,500000,Reguler
27,wanita,Amil,10002,Reguler
31,pria,Staff,1150000,Reguler
36,pria,Lainnya,200000,Reguler
59,pria,Marketing,1651562,Reguler
28,wanita,Industri,312000,Reguler
27,wanita,Lainnya,50000,Reguler
48,pria,Konsultan,262500,Reguler
27,wanita,Amil,10001,Reguler
47,pria,Industri,1000000,Reguler
55,pria,Lainnya,978675,Reguler
63,wanita,Pegawai Swasta,2000000,Reguler
47,pria,Industri,2000000,Reguler
27,wanita,Amil,10001,Reguler
34,wanita,PNS,757000,Reguler
33,wanita,Akuntansi,300000,Reguler
39,pria,Amil,50000,Reguler
33,wanita,Akuntansi,3600000,Reguler
31,pria,Pegawai Swasta,5263588,Reguler
34,pria,TNI/POLRI,200000,Reguler
31,pria,PNS,2745410,Reguler
36,pria,PNS,835422,Reguler
36,pria,PNS,468790,Reguler
79,pria,Dokter,25273156,Reguler
46,pria,Pegawai Swasta,10000000,Reguler
36,pria,PNS,414000,Reguler
35,pria,Konsultan,1000236,Reguler
72,pria,PNS,500000,Reguler
45,pria,PNS,100000,Reguler
34,pria,Lainnya,600000,Reguler
72,pria,PNS,500000,Reguler
